productkey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount,orderdate,duedate,shipdate
529,28338,1,6,SO59501,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
217,28338,1,6,SO59501,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
481,28338,1,6,SO59501,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
582,21027,1,98,SO59502,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
489,21027,1,98,SO59502,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
583,24090,1,100,SO59503,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
222,24090,1,100,SO59503,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
583,17775,1,100,SO59504,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
539,17775,1,100,SO59504,? 9.35,24.99,05-06-2022,17-06-2022,12-06-2022
529,17775,1,100,SO59504,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
473,17775,1,100,SO59504,? 23.75,63.50,05-06-2022,17-06-2022,12-06-2022
583,24039,1,100,SO59505,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
598,17813,1,98,SO59506,? 294.58,539.99,05-06-2022,17-06-2022,12-06-2022
485,17813,1,98,SO59506,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
478,17813,1,98,SO59506,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,17813,1,98,SO59506,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
595,20728,1,100,SO59507,? 308.22,564.99,05-06-2022,17-06-2022,12-06-2022
485,20728,1,100,SO59507,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
480,20728,2,100,SO59507,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
483,20728,1,100,SO59507,? 44.88,120.00,05-06-2022,17-06-2022,12-06-2022
588,19310,1,100,SO59508,? 419.78,769.49,05-06-2022,17-06-2022,12-06-2022
225,19310,1,100,SO59508,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
237,19310,1,100,SO59508,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
588,16053,1,98,SO59509,? 419.78,769.49,05-06-2022,17-06-2022,12-06-2022
228,16053,1,98,SO59509,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
482,16053,1,98,SO59509,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
530,11330,1,19,SO59510,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
465,11330,1,19,SO59510,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
541,26713,1,100,SO59511,? 10.84,28.99,05-06-2022,17-06-2022,12-06-2022
530,26713,1,100,SO59511,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
465,26713,1,100,SO59511,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
528,25930,1,100,SO59512,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
535,25930,1,100,SO59512,? 9.35,24.99,05-06-2022,17-06-2022,12-06-2022
540,24992,1,100,SO59513,? 12.19,32.60,05-06-2022,17-06-2022,12-06-2022
480,24992,1,100,SO59513,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
484,24992,1,100,SO59513,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
535,26171,1,100,SO59514,? 9.35,24.99,05-06-2022,17-06-2022,12-06-2022
480,26171,1,100,SO59514,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
536,22777,1,100,SO59515,? 11.22,29.99,05-06-2022,17-06-2022,12-06-2022
528,22777,1,100,SO59515,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
486,22777,1,100,SO59515,? 59.47,159.00,05-06-2022,17-06-2022,12-06-2022
529,14661,1,19,SO59516,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
540,14661,1,19,SO59516,? 12.19,32.60,05-06-2022,17-06-2022,12-06-2022
214,14661,1,19,SO59516,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
467,14661,1,19,SO59516,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
478,17337,1,19,SO59517,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,17337,1,19,SO59517,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
528,19147,1,19,SO59518,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
536,19147,1,19,SO59518,? 11.22,29.99,05-06-2022,17-06-2022,12-06-2022
214,19147,1,19,SO59518,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
467,19147,2,19,SO59518,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
528,22162,1,100,SO59519,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
536,22162,1,100,SO59519,? 11.22,29.99,05-06-2022,17-06-2022,12-06-2022
217,22162,1,100,SO59519,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
478,14760,1,19,SO59520,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
478,13486,1,19,SO59521,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
487,13486,1,19,SO59521,? 20.57,54.99,05-06-2022,17-06-2022,12-06-2022
474,11091,1,19,SO59522,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
474,27734,1,19,SO59523,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
237,27734,1,19,SO59523,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
475,18837,1,100,SO59524,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
467,18837,2,100,SO59524,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
477,23892,1,19,SO59525,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
477,23803,1,19,SO59526,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
471,23803,1,19,SO59526,? 23.75,63.50,05-06-2022,17-06-2022,12-06-2022
528,16385,1,100,SO59527,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
463,16385,1,100,SO59527,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
217,16385,1,100,SO59527,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
485,13659,1,100,SO59528,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
214,13659,1,100,SO59528,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
481,13659,1,100,SO59528,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
485,18129,1,100,SO59529,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
237,18129,1,100,SO59529,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
463,18129,1,100,SO59529,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
540,13791,1,98,SO59530,? 12.19,32.60,05-06-2022,17-06-2022,12-06-2022
529,13791,1,98,SO59530,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
214,13791,1,98,SO59530,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
528,12821,1,100,SO59531,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
537,12821,1,100,SO59531,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
222,12821,1,100,SO59531,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
538,26821,1,100,SO59532,? 8.04,21.49,05-06-2022,17-06-2022,12-06-2022
529,26821,1,100,SO59532,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
480,26821,1,100,SO59532,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
538,21132,1,100,SO59533,? 8.04,21.49,05-06-2022,17-06-2022,12-06-2022
530,23441,1,100,SO59534,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
541,23441,1,100,SO59534,? 10.84,28.99,05-06-2022,17-06-2022,12-06-2022
487,23441,1,100,SO59534,? 20.57,54.99,05-06-2022,17-06-2022,12-06-2022
530,17226,1,98,SO59535,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
222,17226,1,98,SO59535,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
537,11165,1,100,SO59536,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
537,12115,1,100,SO59537,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
528,12115,1,100,SO59537,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
485,13169,1,100,SO59538,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
234,13169,1,100,SO59538,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
485,13347,1,100,SO59539,? 8.22,21.98,05-06-2022,17-06-2022,12-06-2022
234,13347,1,100,SO59539,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
380,20465,1,100,SO59540,"? 1,554.95",2443.35,05-06-2022,17-06-2022,12-06-2022
529,20465,1,100,SO59540,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
540,20465,1,100,SO59540,? 12.19,32.60,05-06-2022,17-06-2022,12-06-2022
214,20465,1,100,SO59540,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
582,17159,1,100,SO59541,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
214,17159,1,100,SO59541,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
587,14418,1,100,SO59542,? 419.78,769.49,05-06-2022,17-06-2022,12-06-2022
486,14418,1,100,SO59542,? 59.47,159.00,05-06-2022,17-06-2022,12-06-2022
589,12766,1,100,SO59543,? 419.78,769.49,05-06-2022,17-06-2022,12-06-2022
528,12766,1,100,SO59543,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
536,12766,1,100,SO59543,? 11.22,29.99,05-06-2022,17-06-2022,12-06-2022
214,12766,1,100,SO59543,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
590,18924,2,100,SO59544,? 419.78,769.49,05-06-2022,17-06-2022,12-06-2022
475,18924,1,100,SO59544,? 26.18,69.99,05-06-2022,17-06-2022,12-06-2022
595,15902,1,100,SO59545,? 308.22,564.99,05-06-2022,17-06-2022,12-06-2022
478,15902,1,100,SO59545,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,15902,1,100,SO59545,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
214,15902,1,100,SO59545,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
598,15903,1,100,SO59546,? 294.58,539.99,05-06-2022,17-06-2022,12-06-2022
478,15903,1,100,SO59546,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
477,15903,1,100,SO59546,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
214,15903,1,100,SO59546,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
363,15176,1,19,SO59547,"? 1,251.98",2294.99,05-06-2022,17-06-2022,12-06-2022
477,15176,1,19,SO59547,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
478,15176,1,19,SO59547,? 3.74,9.99,05-06-2022,17-06-2022,12-06-2022
353,13653,1,100,SO59548,"? 1,265.62",2319.99,05-06-2022,17-06-2022,12-06-2022
537,13653,1,100,SO59548,? 13.09,35.00,05-06-2022,17-06-2022,12-06-2022
480,13653,1,100,SO59548,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
484,13653,1,100,SO59548,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
570,14941,1,98,SO59549,? 461.44,742.35,05-06-2022,17-06-2022,12-06-2022
217,14941,1,98,SO59549,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
225,14941,1,98,SO59549,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
580,23343,1,6,SO59550,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
490,23343,1,6,SO59550,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
582,23344,1,6,SO59551,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
582,19653,1,6,SO59552,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
214,19653,1,6,SO59552,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
380,20226,1,6,SO59553,"? 1,554.95",2443.35,05-06-2022,17-06-2022,12-06-2022
529,20226,1,6,SO59553,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
540,20226,1,6,SO59553,? 12.19,32.60,05-06-2022,17-06-2022,12-06-2022
481,20226,1,6,SO59553,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
372,17310,1,6,SO59554,"? 1,554.95",2443.35,05-06-2022,17-06-2022,12-06-2022
484,17310,1,6,SO59554,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
374,20213,1,6,SO59555,"? 1,554.95",2443.35,05-06-2022,17-06-2022,12-06-2022
484,20213,1,6,SO59555,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
388,25111,1,6,SO59556,? 713.08,1120.49,05-06-2022,17-06-2022,12-06-2022
539,25111,1,6,SO59556,? 9.35,24.99,05-06-2022,17-06-2022,12-06-2022
605,22406,1,6,SO59557,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
214,22406,1,6,SO59557,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
584,22409,1,6,SO59558,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
465,22409,1,6,SO59558,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
605,28317,1,6,SO59559,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
604,22571,1,6,SO59560,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
217,22571,1,6,SO59560,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
488,22571,1,6,SO59560,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
463,22571,1,6,SO59560,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
564,11105,1,6,SO59561,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
479,11105,1,6,SO59561,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
484,11105,1,6,SO59561,? 2.97,7.95,05-06-2022,17-06-2022,12-06-2022
225,25901,1,100,SO59562,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
574,25901,1,100,SO59562,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
562,25903,1,100,SO59563,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
479,25903,1,100,SO59563,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
477,25903,1,100,SO59563,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
575,25868,1,100,SO59564,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
477,25868,1,100,SO59564,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
479,25868,1,100,SO59564,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
575,25406,1,100,SO59565,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
477,25406,1,100,SO59565,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
479,25406,1,100,SO59565,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
217,25406,1,100,SO59565,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
564,25423,1,100,SO59566,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
217,25423,1,100,SO59566,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
234,25423,1,100,SO59566,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
225,25423,1,100,SO59566,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
584,17670,1,100,SO59567,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
605,22290,1,100,SO59568,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
529,22290,1,100,SO59568,? 1.49,3.99,05-06-2022,17-06-2022,12-06-2022
538,22290,1,100,SO59568,? 8.04,21.49,05-06-2022,17-06-2022,12-06-2022
214,22290,1,100,SO59568,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
604,23144,1,100,SO59569,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
225,23144,1,100,SO59569,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
386,19118,1,19,SO59570,? 713.08,1120.49,05-06-2022,17-06-2022,12-06-2022
581,17389,1,100,SO59571,"? 1,082.51",1700.99,05-06-2022,17-06-2022,12-06-2022
489,17389,1,100,SO59571,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
465,17389,1,100,SO59571,? 9.16,24.49,05-06-2022,17-06-2022,12-06-2022
388,23988,1,98,SO59572,? 713.08,1120.49,05-06-2022,17-06-2022,12-06-2022
231,23988,1,98,SO59572,? 38.49,49.99,05-06-2022,17-06-2022,12-06-2022
225,23988,1,98,SO59572,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
584,22438,1,100,SO59573,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
479,22438,1,100,SO59573,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
477,22438,1,100,SO59573,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
490,22438,1,100,SO59573,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
225,22438,1,100,SO59573,? 6.92,8.99,05-06-2022,17-06-2022,12-06-2022
606,22392,1,100,SO59574,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
479,22392,1,100,SO59574,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
477,22392,1,100,SO59574,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
222,22392,1,100,SO59574,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
491,22392,1,100,SO59574,? 41.57,53.99,05-06-2022,17-06-2022,12-06-2022
482,26870,1,98,SO59575,? 3.36,8.99,05-06-2022,17-06-2022,12-06-2022
584,26870,1,98,SO59575,? 343.65,539.99,05-06-2022,17-06-2022,12-06-2022
574,13577,1,100,SO59576,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
541,13577,1,100,SO59576,? 10.84,28.99,05-06-2022,17-06-2022,12-06-2022
530,13577,1,100,SO59576,? 1.87,4.99,05-06-2022,17-06-2022,12-06-2022
480,13577,1,100,SO59576,? 0.86,2.29,05-06-2022,17-06-2022,12-06-2022
579,13038,1,6,SO59577,? 755.15,1214.85,05-06-2022,17-06-2022,12-06-2022
575,11451,1,6,SO59578,"? 1,481.94",2384.07,05-06-2022,17-06-2022,12-06-2022
214,11451,1,6,SO59578,? 13.09,34.99,05-06-2022,17-06-2022,12-06-2022
472,11451,1,6,SO59578,? 23.75,63.50,05-06-2022,17-06-2022,12-06-2022
353,14200,2,100,SO59579,"? 1,265.62",2319.99,06-06-2022,18-06-2022,13-06-2022
477,14200,1,100,SO59579,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
478,14200,1,100,SO59579,? 3.74,9.99,06-06-2022,18-06-2022,13-06-2022
357,12382,2,98,SO59580,"? 1,265.62",2319.99,06-06-2022,18-06-2022,13-06-2022
484,11864,1,100,SO59581,? 2.97,7.95,06-06-2022,18-06-2022,13-06-2022
536,17243,1,6,SO59582,? 11.22,29.99,06-06-2022,18-06-2022,13-06-2022
225,24584,1,6,SO59583,? 6.92,8.99,06-06-2022,18-06-2022,13-06-2022
538,24584,1,6,SO59583,? 8.04,21.49,06-06-2022,18-06-2022,13-06-2022
537,21896,1,6,SO59584,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
528,21896,1,6,SO59584,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
222,21896,1,6,SO59584,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
538,19969,1,6,SO59585,? 8.04,21.49,06-06-2022,18-06-2022,13-06-2022
225,19969,1,6,SO59585,? 6.92,8.99,06-06-2022,18-06-2022,13-06-2022
528,25238,1,6,SO59586,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
480,25238,2,6,SO59586,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
529,12679,1,6,SO59587,? 1.49,3.99,06-06-2022,18-06-2022,13-06-2022
489,17235,1,6,SO59588,? 41.57,53.99,06-06-2022,18-06-2022,13-06-2022
580,17777,1,100,SO59589,"? 1,082.51",1700.99,06-06-2022,18-06-2022,13-06-2022
217,17777,1,100,SO59589,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
595,19172,1,98,SO59590,? 308.22,564.99,06-06-2022,18-06-2022,13-06-2022
217,19172,1,98,SO59590,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
225,19172,1,98,SO59590,? 6.92,8.99,06-06-2022,18-06-2022,13-06-2022
529,24651,1,100,SO59591,? 1.49,3.99,06-06-2022,18-06-2022,13-06-2022
540,24651,1,100,SO59591,? 12.19,32.60,06-06-2022,18-06-2022,13-06-2022
217,24651,1,100,SO59591,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
536,23200,1,100,SO59592,? 11.22,29.99,06-06-2022,18-06-2022,13-06-2022
528,23200,1,100,SO59592,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
485,23200,1,100,SO59592,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
217,23200,1,100,SO59592,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
529,19223,1,19,SO59593,? 1.49,3.99,06-06-2022,18-06-2022,13-06-2022
540,19223,1,19,SO59593,? 12.19,32.60,06-06-2022,18-06-2022,13-06-2022
480,19223,1,19,SO59593,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
536,23891,1,100,SO59594,? 11.22,29.99,06-06-2022,18-06-2022,13-06-2022
536,22158,1,100,SO59595,? 11.22,29.99,06-06-2022,18-06-2022,13-06-2022
528,22158,1,100,SO59595,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
480,22158,1,100,SO59595,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
475,19776,1,100,SO59596,? 26.18,69.99,06-06-2022,18-06-2022,13-06-2022
467,19776,2,100,SO59596,? 9.16,24.49,06-06-2022,18-06-2022,13-06-2022
476,18823,1,100,SO59597,? 26.18,69.99,06-06-2022,18-06-2022,13-06-2022
463,18823,1,100,SO59597,? 9.16,24.49,06-06-2022,18-06-2022,13-06-2022
474,27384,1,19,SO59598,? 26.18,69.99,06-06-2022,18-06-2022,13-06-2022
225,27384,1,19,SO59598,? 6.92,8.99,06-06-2022,18-06-2022,13-06-2022
477,18975,1,100,SO59599,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
214,18975,1,100,SO59599,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
228,18975,1,100,SO59599,? 38.49,49.99,06-06-2022,18-06-2022,13-06-2022
528,23196,1,19,SO59600,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
217,23196,1,19,SO59600,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
528,21263,1,19,SO59601,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
528,25331,1,19,SO59602,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
480,25331,2,19,SO59602,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
528,15912,1,100,SO59603,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
214,15912,1,100,SO59603,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
488,15912,1,100,SO59603,? 41.57,53.99,06-06-2022,18-06-2022,13-06-2022
485,18181,1,98,SO59604,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
478,18181,1,98,SO59604,? 3.74,9.99,06-06-2022,18-06-2022,13-06-2022
487,18181,1,98,SO59604,? 20.57,54.99,06-06-2022,18-06-2022,13-06-2022
234,18181,1,98,SO59604,? 38.49,49.99,06-06-2022,18-06-2022,13-06-2022
535,21515,1,98,SO59605,? 9.35,24.99,06-06-2022,18-06-2022,13-06-2022
463,21515,1,98,SO59605,? 9.16,24.49,06-06-2022,18-06-2022,13-06-2022
529,25699,1,98,SO59606,? 1.49,3.99,06-06-2022,18-06-2022,13-06-2022
222,25699,1,98,SO59606,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
225,25699,1,98,SO59606,? 6.92,8.99,06-06-2022,18-06-2022,13-06-2022
538,25300,1,100,SO59607,? 8.04,21.49,06-06-2022,18-06-2022,13-06-2022
488,25300,1,100,SO59607,? 41.57,53.99,06-06-2022,18-06-2022,13-06-2022
477,22421,1,98,SO59608,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
489,22421,1,98,SO59608,? 41.57,53.99,06-06-2022,18-06-2022,13-06-2022
530,22629,1,98,SO59609,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
487,22629,1,98,SO59609,? 20.57,54.99,06-06-2022,18-06-2022,13-06-2022
541,25695,1,100,SO59610,? 10.84,28.99,06-06-2022,18-06-2022,13-06-2022
530,25695,1,100,SO59610,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
537,11711,1,19,SO59611,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
480,11711,1,19,SO59611,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
537,11935,1,100,SO59612,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
537,13147,1,100,SO59613,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
528,13147,1,100,SO59613,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
217,13147,1,100,SO59613,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
485,15879,1,19,SO59614,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
214,15879,1,19,SO59614,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
537,14332,1,19,SO59615,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
485,13171,1,100,SO59616,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
228,13171,1,100,SO59616,? 38.49,49.99,06-06-2022,18-06-2022,13-06-2022
528,12365,1,100,SO59617,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
537,12365,1,100,SO59617,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
485,18390,1,19,SO59618,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
485,13337,1,100,SO59619,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
486,13337,1,100,SO59619,? 59.47,159.00,06-06-2022,18-06-2022,13-06-2022
528,12101,1,100,SO59620,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
537,12101,1,100,SO59620,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
480,12101,1,100,SO59620,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
537,15413,1,19,SO59621,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
528,15413,1,19,SO59621,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
214,15413,1,19,SO59621,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
359,11873,1,100,SO59622,"? 1,251.98",2294.99,06-06-2022,18-06-2022,13-06-2022
478,11873,1,100,SO59622,? 3.74,9.99,06-06-2022,18-06-2022,13-06-2022
477,11873,1,100,SO59622,? 1.87,4.99,06-06-2022,18-06-2022,13-06-2022
217,11873,1,100,SO59622,? 13.09,34.99,06-06-2022,18-06-2022,13-06-2022
363,13896,1,100,SO59623,"? 1,251.98",2294.99,06-06-2022,18-06-2022,13-06-2022
537,13896,1,100,SO59623,? 13.09,35.00,06-06-2022,18-06-2022,13-06-2022
480,13896,1,100,SO59623,? 0.86,2.29,06-06-2022,18-06-2022,13-06-2022
359,13657,1,100,SO59624,"? 1,251.98",2294.99,06-06-2022,18-06-2022,13-06-2022
485,13657,1,100,SO59624,? 8.22,21.98,06-06-2022,18-06-2022,13-06-2022
228,13657,1,100,SO59624,? 38.49,49.99,06-06-2022,18-06-2022,13-06-2022
